===== Mythica Affordance Library [2026-08-02] EA-only cleaned =====
affordance: 36620 (EA only, MOD lines removed)
列: 名字 | 模块 | super/auto/user 标志 | tgt=目标类型 | cat=菜单分类 | ages=年龄线索(test_globals) | src=EA | guid
laundry_WashingMachine_Watch | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=178210
laundry_WashingMachine_Watch_Toddler | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=TODDLER | src=EA | guid=178515
laundry_Watch_RuleDriven | sims4.tuning.instances | super=Y auto=Y user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=492961
lavaRock_TryToTouch_Large_Adult_Fire | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=209838
lavaRock_TryToTouch_Large_Child_Fire | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=209839
lavaRock_TryToTouch_Small_Adult_Fire | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=209840
lavaRock_TryToTouch_Small_Child_Fire | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=209841
lavaRock_TryToTouch_Start_Large_Adult | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=209834
lavaRock_TryToTouch_Start_Large_Child | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=209835
lavaRock_TryToTouch_Start_Small_Adult | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=209836
lavaRock_TryToTouch_Start_Small_Child | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=209837
lavaRock_breakOpen_large | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=209800
lavaRock_breakOpen_large_deco | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=209819
lavaRock_breakOpen_small | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=209802
lavaRock_breakOpen_small_deco | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=209820
lavaRock_makeDeco_large | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=209516
lavaRock_makeDeco_small | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=209533
lavaRock_tryToTouch_large_adult | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=209672
lavaRock_tryToTouch_large_child | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=209761
lavaRock_tryToTouch_small_adult | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=209760
lavaRock_tryToTouch_small_child | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=209762
layDownOnObject_Passive_Cat | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=178049
layDownOnObject_Passive_Dog | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=178050
layDown_Cat | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=124920
layDown_Dog_Command | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=161269
layDown_Dog_Command_Forward | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=177676
layDown_Idle | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=164804
layDown_Idle_Cat | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=164805
layDown_Passive_Cat | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=124915
layDown_Passive_Horse | sims4.tuning.instances | super=N auto=Y user=N | tgt=OBJECT | cat=- | ages=- | src=EA | guid=327127
leafPile_TryForBaby | sims4.tuning.instances | super=Y auto=N user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=185489
leafPile_Woohoo_GetToPIle_Actor | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=190417
leafPile_Woohoo_GetToPile_Target | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=- | src=EA | guid=190416
leafPile_Woohoo_GrossExit | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=- | src=EA | guid=190649
licenseLyrics_Microphone_mailboxWall | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseLyrics_Microphone | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=151344
licenseLyrics_mailbox | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseLyrics | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=153886
licenseSong_DJMix | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_DJMix | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=126119
licenseSong_Guitar | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_Guitar | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=13526
licenseSong_Guitar_mailboxWall | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_Guitar | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=151335
licenseSong_Piano | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_Piano | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=13527
licenseSong_Piano_mailboxWall | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_Piano | ages=- | src=EA | guid=151333
licenseSong_PipeOrgan | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_PipeOrgan | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=151355
licenseSong_PortableKeyboard | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_PortableKeyboard | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=150331
licenseSong_PortableKeyboard_mailboxWall | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_PortableKeyboard | ages=- | src=EA | guid=151360
licenseSong_Violin | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_Violin | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=13528
licenseSong_Violin_mailboxWall | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=instrument_LicenseSong_Violin | ages=- | src=EA | guid=151337
lifeMilestone_View_BabyKeepsake_Child | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=306376
lifeMilestone_View_BabyKeepsake_Death | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=335428
lifeMilestone_View_BabyKeepsake_Negative | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=306447
lifeMilestone_View_BabyKeepsake_Positive | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=306322
lifeMilestone_View_ChildDrawings_Child | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=306379
lifeMilestone_View_ChildDrawings_Death | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=335547
lifeMilestone_View_ChildDrawings_Negative | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=306450
lifeMilestone_View_ChildDrawings_Positive | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=306377
lifeMilestone_View_MarriageCertificate_Negative | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=306452
lifeMilestone_View_MarriageCertificate_Positive | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=306380
lifeMilestone_View_ToothCertificate_Child | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=CHILD | src=EA | guid=312237
lifeMilestone_View_ToothCertificate_Death | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=335548
lifeMilestone_View_ToothCertificate_Negative | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=312235
lifeMilestone_View_ToothCertificate_Positive | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=312181
lifeguard_StandWatch | sims4.tuning.instances | super=Y auto=Y user=N | tgt=ACTOR | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=212034
lifestyleBrand_Picker_Logo | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,TEEN,TODDLER,YOUNGADULT | src=EA | guid=197615
lifestyleBrand_Picker_Products | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=197616
lifestyleBrand_Picker_TargetMarket | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=197617
lightRetailSurface_ObjectInInventoryPicker_SlotObjectFromInventory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=404147
lightRetailSurface_PaintingRack_ObjectInInventoryPicker_SlotObjectFromInventory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=404933
lightRetailSurface_ToggleSalesMode_Immediate | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=404769
lightRetailSurface_objectInSlotPicker_CollectPickedItems | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=404148
lightRetailSurface_si_ClearShelves | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=422197
lightRetailSurface_si_CollectPickedItems | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=404364
lightRetailSurface_si_SlotObjectFromInventory | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=404363
lightRetailSurface_si_SlotObjectFromInventory_PaintingRack | sims4.tuning.instances | super=Y auto=Y user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,TEEN,YOUNGADULT | src=EA | guid=443983
lightSaber_Challenge_Mixers_Back | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=230550
lightSaber_Challenge_Mixers_BackFromForward | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=249684
lightSaber_Challenge_Mixers_Center | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=230547
lightSaber_Challenge_Mixers_Center_NPC_Blue | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=235149
lightSaber_Challenge_Mixers_Center_NPC_Green | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=235150
lightSaber_Challenge_Mixers_Center_NPC_Red | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=235089
lightSaber_Challenge_Mixers_Forward | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=230549
lightSaber_Challenge_Mixers_ForwardFromBack | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=249683
lightSaber_Spar_Mixers_Back | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=232270
lightSaber_Spar_Mixers_BackFromForward | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=249689
lightSaber_Spar_Mixers_Center | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=232271
lightSaber_Spar_Mixers_Center_NPC_Blue | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=245165
lightSaber_Spar_Mixers_Center_NPC_Green | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=245167
lightSaber_Spar_Mixers_Center_NPC_Red | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=245168
lightSaber_Spar_Mixers_Forward | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=232272
lightSaber_Spar_Mixers_ForwardFromBack | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=249690
lightSaber_Spar_Mixers_SNPC_Rey_Back | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=250943
lightSaber_Spar_Mixers_SNPC_Rey_BackFromForward | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=250944
lightSaber_Spar_Mixers_SNPC_Rey_Center | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=250945
lightSaber_Spar_Mixers_SNPC_Rey_Forward | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=250946
lightSaber_Spar_Mixers_SNPC_Rey_ForwardFromBack | sims4.tuning.instances | super=N auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=250947
lighthouse_GoDownstairs_si | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,CHILD,ELDER,TEEN,TODDLER,YOUNGADULT | src=EA | guid=168824
lighthouse_GoUpstairs_si | sims4.tuning.instances | super=Y auto=N user=Y | tgt=ACTOR | cat=- | ages=ADULT,CHILD,ELDER,TEEN,TODDLER,YOUNGADULT | src=EA | guid=168825
lighthouse_MessAround_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=TEEN | src=EA | guid=172279
lighthouse_TryForBaby | sims4.tuning.instances | super=Y auto=N user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=172278
lighthouse_TryForBaby_Female_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=172282
lighthouse_TryForBaby_Male_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=172281
lighthouse_WooHoo | sims4.tuning.instances | super=Y auto=Y user=N | tgt=TARGET | cat=- | ages=- | src=EA | guid=172276
lighthouse_WooHoo_Picker | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,ELDER,TEEN,YOUNGADULT | src=EA | guid=172280
lights_AutomateAll_Candles | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=120302
lights_AutomateAll_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190321
lights_AutomateRoom | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=141375
lights_AutomateRoom_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190322
lights_AutomateThis_Candle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=120313
lights_Automate_All_offlot | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=128629
lights_Automate_on_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190323
lights_Automation_on_offlot | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=128630
lights_TurnOffAll_Candle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOff_Candle | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=214715
lights_TurnOffAll_ParkFountain | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOff | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=133431
lights_TurnOffAll_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOff_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190319
lights_TurnOffRoom | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOff | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=141376
lights_TurnOffRoom_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOff_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190318
lights_TurnOff_Candle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOff_Candle | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=120288
lights_TurnOff_NoCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=114572
lights_TurnOff_NoCategory_ObjectWithLight | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=120168
lights_TurnOff_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOff_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190320
lights_TurnOnAll_Candles | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOn_Candle | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=120303
lights_TurnOnAll_ParkFountain | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOn | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=133430
lights_TurnOnAll_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOn_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190316
lights_TurnOnRoom | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOn | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=141377
lights_TurnOnRoom_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOn_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190317
lights_TurnOn_Candle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOn_Candle | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=120287
lights_TurnOn_NoCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=114573
lights_TurnOn_NoCategory_ObjectWithLight | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=120169
lights_TurnOn_WithParentCategory | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=TurnOn_WithParentCategory | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=190315
lights_automate_all | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=13529
lights_automation_on | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=Automation | ages=ADULT,BABY,CHILD,ELDER,INFANT,TEEN,TODDLER,YOUNGADULT | src=EA | guid=13530
lights_extinguish_candle_holidayCandle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110429
lights_extinguish_candle_holidayCandle_Menora | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=111040
lights_lightAll_candle_holidayCandle_Kinara | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110514
lights_lightAll_candle_holidayCandle_Kinara_Continuation | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=188100
lights_lightAll_candle_holidayCandle_Menora | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110510
lights_lightAll_candle_holidayCandle_Menora_Continuation | sims4.tuning.instances | super=Y auto=N user=N | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=188102
lights_light_candle_holidayCandle | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110350
lights_light_candle_holidayCandle_1 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110438
lights_light_candle_holidayCandle_2 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110437
lights_light_candle_holidayCandle_3 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110439
lights_light_candle_holidayCandle_4 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110440
lights_light_candle_holidayCandle_5 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110441
lights_light_candle_holidayCandle_6 | sims4.tuning.instances | super=Y auto=N user=Y | tgt=OBJECT | cat=- | ages=ADULT,CHILD,ELDER,INFANT,TEEN,YOUNGADULT | src=EA | guid=110442
